Model,Familie,Accuracy,Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,F1 Weighted,F1 Train,F1 Train - F1 Test,MCC,Cohen Kappa,Temporal CV F1 Macro,Group CV F1 Macro,Fit time sec,ROC-AUC OvR,Log Loss
XGBoost,XGBoost,0.7339901477832512,0.6504230816226784,0.6638677414539483,0.6504230816226784,0.6567481613993241,0.7313047284177997,0.9959403671361774,0.33919220573685327,0.4920477269689822,0.4916998979875731,0.8777420318584978,0.5802470267786408,49.32941666700026,0.8900616656004338,0.5476733106984878
