Model,Familie,Accuracy,Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,F1 Weighted,F1 Train,F1 Train - F1 Test,MCC,Cohen Kappa,Temporal CV F1 Macro,Group CV F1 Macro,Fit time sec,ROC-AUC OvR,Log Loss
Extra Trees,Extra Trees,0.7536945812807881,0.7264403103616813,0.6866512261249104,0.7264403103616813,0.7024557068006266,0.761918532018108,1.0,0.29754429319937337,0.5664256701510842,0.5621602967819861,0.9439394595214465,0.588563661150973,13.127347000001464,0.9083956669377464,0.5192558490354456
