Model,Familie,Accuracy,Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,F1 Weighted,F1 Train,F1 Train - F1 Test,MCC,Cohen Kappa,Temporal CV F1 Macro,Group CV F1 Macro,Fit time sec,ROC-AUC OvR,Log Loss
Gradient Boosting,Gradient Boosting,0.7487684729064039,0.7174822825024437,0.6870894375449295,0.7174822825024437,0.6980551122459837,0.7588522623463244,1.0,0.3019448877540163,0.5594656281136039,0.5542687389675809,0.8847044768038735,0.5699920583968263,29.806168708999394,0.8885325130328464,1.467931702857636
