Model,Familie,RMSE Train,RMSE Test,MAE Train,MAE Test,MedAE Test,R² Train,R² Test,MAPE Test,sMAPE Test,Generalization Gap,RMSE Test / RMSE Train,Temporal CV RMSE,Group CV RMSE,Fit time sec
SVR,Support Vector Machines,1.1124220074066997,4.702672537252339,0.723260388206773,3.255930277732254,2.0708665381156663,0.9890197622486797,0.7435580840287292,5.146801412035863,5.000626731734414,3.5902505298456395,4.227417747888055,2.7614032685918093,7.798550297299253,0.35133891700024833
