Model,Familie,RMSE Train,RMSE Test,MAE Train,MAE Test,MedAE Test,R² Train,R² Test,MAPE Test,sMAPE Test,Generalization Gap,RMSE Test / RMSE Train,Temporal CV RMSE,Group CV RMSE,Fit time sec
XGBoost,XGBoost,0.37360075330129244,4.192999152952071,0.28534522191489603,2.8508293124795547,1.8746295776367248,0.9987615225991606,0.7961319891628899,4.721717808109949,4.51275222657372,3.8193983996507783,11.22320850774785,3.0525789066621734,7.948751579160453,14.277803457998743
