Model,Familie,RMSE Train,RMSE Test,MAE Train,MAE Test,MedAE Test,R² Train,R² Test,MAPE Test,sMAPE Test,Generalization Gap,RMSE Test / RMSE Train,Temporal CV RMSE,Group CV RMSE,Fit time sec
Gradient Boosting,Gradient Boosting,1.0371660271366794,4.6761641799977856,0.783338867212304,3.447780749397131,2.4862155963388375,0.9904551487339017,0.7464409956318449,5.5818581701605465,5.400516077220462,3.638998152861106,4.508597522141509,3.4097131051253373,8.396391126667465,6.0112472500004515
