Model,Familie,RMSE Train,RMSE Test,MAE Train,MAE Test,MedAE Test,R² Train,R² Test,MAPE Test,sMAPE Test,Generalization Gap,RMSE Test / RMSE Train,Temporal CV RMSE,Group CV RMSE,Fit time sec
Extra Trees,Extra Trees,0.9995764945062402,4.523208432856585,0.7118125782428226,3.368655247480761,2.46195954454501,0.9911344706971257,0.7627573656604,5.376127614190294,5.257224321505109,3.5236319383503445,4.5251248480897,2.9585044310036146,7.889401425801421,8.424246332999246
