Model,Year,country,Real,Real cod,Predicție,Predicție cod,Participare scăzută,Participare medie,Participare ridicată
Logistic Regression,2023,Malta,Participare ridicată,2,Participare ridicată,2,0.019747542131163993,0.112277242371725,0.867975215497111
Logistic Regression,2023,Montenegro,Participare medie,1,Participare medie,1,0.2197418407771616,0.4444466707971053,0.3358114884257332
Logistic Regression,2023,Netherlands,Participare ridicată,2,Participare ridicată,2,0.004491351924949693,0.03182413982282734,0.963684508252223
Logistic Regression,2023,Norway,Participare ridicată,2,Participare ridicată,2,0.00042389717679388683,0.01863870414382727,0.9809373986793789
Logistic Regression,2023,Poland,Participare ridicată,2,Participare ridicată,2,0.0048952907359749364,0.14413886686474792,0.8509658423992771
Logistic Regression,2023,Portugal,Participare ridicată,2,Participare ridicată,2,0.010045627208830872,0.1414837535132242,0.848470619277945
Logistic Regression,2023,Romania,Participare scăzută,0,Participare medie,1,0.06387340126494427,0.48196710237066454,0.4541594963643912
Logistic Regression,2023,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.022874272441773986,0.3580817482047218,0.6190439793535043
Logistic Regression,2023,Serbia,Participare medie,1,Participare ridicată,2,0.060242424744786575,0.1389841822518585,0.8007733930033548
Logistic Regression,2023,Slovak Republic,Participare ridicată,2,Participare ridicată,2,0.03355465474581128,0.43415552558846093,0.5322898196657279
Logistic Regression,2023,Slovenia,Participare ridicată,2,Participare ridicată,2,0.0018986649608667167,0.08395693365705911,0.9141444013820741
Logistic Regression,2023,Sweden,Participare ridicată,2,Participare ridicată,2,0.0015631464637828282,0.023730532833544357,0.9747063207026727
Logistic Regression,2023,Turkiye,Participare scăzută,0,Participare ridicată,2,0.3034043700726514,0.13776339187600084,0.5588322380513477
SVC,2019,Albania,Participare medie,1,Participare scăzută,0,0.9561113659207511,0.04226277454052991,0.0016258595387189298
SVC,2019,Austria,Participare ridicată,2,Participare ridicată,2,0.0007145427892739508,0.027820609076215985,0.9714648481345098
SVC,2019,Belgium,Participare medie,1,Participare ridicată,2,0.0003488850984168243,0.46375182184264147,0.5358992930589416
SVC,2019,Bulgaria,Participare ridicată,2,Participare medie,1,0.00031621068375362786,0.517303682075095,0.48238010724115127
SVC,2019,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9990446780423904,0.000954200600152042,1.1213574574386599e-06
SVC,2019,Belarus,Participare ridicată,2,Participare ridicată,2,0.00025905539604837693,0.01600405435934457,0.9837368902446072
SVC,2019,Switzerland,Participare ridicată,2,Participare ridicată,2,0.0005305135849157026,0.010152078835666515,0.9893174075794177
SVC,2019,Cyprus,Participare ridicată,2,Participare ridicată,2,0.0031192995828180086,0.008570459343576507,0.9883102410736054
SVC,2019,Czechia,Participare ridicată,2,Participare ridicată,2,0.0017876118237589594,0.33015268192564057,0.6680597062506005
SVC,2019,Germany,Participare ridicată,2,Participare ridicată,2,2.050445639696085e-07,2.4605629531520883e-07,0.9999995488991408
SVC,2019,Denmark,Participare ridicată,2,Participare ridicată,2,4.1967782848383564e-05,0.0023709370782651943,0.9975870951388865
SVC,2019,Spain,Participare ridicată,2,Participare ridicată,2,0.003341483010247591,0.20415729192328133,0.7925012250664709
SVC,2019,Estonia,Participare ridicată,2,Participare ridicată,2,5.004098225720547e-08,6.006923951357916e-08,0.9999998898897783
SVC,2019,Finland,Participare ridicată,2,Participare ridicată,2,4.3036087051606984e-05,0.11156923842543087,0.8883877254875177
SVC,2019,France,Participare medie,1,Participare medie,1,0.00478302892295811,0.8853832408815784,0.10983373019546336
SVC,2019,United Kingdom,Participare ridicată,2,Participare ridicată,2,5.6920615889512645e-05,0.010404672777484861,0.9895384066066254
SVC,2019,Greece,Participare scăzută,0,Participare scăzută,0,0.8140409033058756,0.13811174737446588,0.04784734931965885
SVC,2019,Croatia,Participare medie,1,Participare medie,1,0.005884533350483234,0.7577320461261966,0.23638342052332012
SVC,2019,Hungary,Participare ridicată,2,Participare medie,1,0.007008374716072422,0.7273676085908162,0.26562401669311136
SVC,2019,Ireland,Participare medie,1,Participare medie,1,0.0036877542800903625,0.9001906576527489,0.09612158806716067
SVC,2019,Iceland,Participare ridicată,2,Participare ridicată,2,0.0002969963026478526,0.021285736836907224,0.9784172668604453
SVC,2019,Italy,Participare scăzută,0,Participare scăzută,0,0.7317711877701696,0.20162008508743723,0.06660872714239313
SVC,2019,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0001330278966197435,0.08633779139606818,0.9135291807073118
SVC,2019,Luxembourg,Participare medie,1,Participare medie,1,0.01247319797099414,0.9770640293150763,0.01046277271392964
SVC,2019,Latvia,Participare ridicată,2,Participare ridicată,2,2.3695138130697682e-05,0.005108607801686126,0.9948676970601834
SVC,2019,Moldova,Participare ridicată,2,Participare ridicată,2,0.01815998498291718,0.24836640504394678,0.7334736099731362
SVC,2019,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.833733729455258,0.11378177621945007,0.05248449432529171
SVC,2019,Malta,Participare medie,1,Participare medie,1,0.2990685641323658,0.648817960982782,0.05211347488485193
SVC,2019,Montenegro,Participare scăzută,0,Participare scăzută,0,0.9613568518082962,0.023967104170683626,0.0146760440210203
SVC,2019,Netherlands,Participare ridicată,2,Participare ridicată,2,0.011096428532321956,0.007469345347864505,0.9814342261198137
SVC,2019,Norway,Participare ridicată,2,Participare ridicată,2,0.0006126194624739213,0.03307597746425792,0.9663114030732681
SVC,2019,Poland,Participare medie,1,Participare medie,1,0.0031952622873036834,0.9288901672455848,0.06791457046711152
SVC,2019,Portugal,Participare ridicată,2,Participare ridicată,2,0.0025235901623380562,0.013333535379360436,0.9841428744583015
SVC,2019,Romania,Participare scăzută,0,Participare scăzută,0,0.8908401003520384,0.08956040275743914,0.01959949689052222
SVC,2019,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.001387116002222276,0.04321181511315425,0.9554010688846235
SVC,2019,Serbia,Participare medie,1,Participare medie,1,0.21843487969157258,0.7782530822681658,0.0033120380402616267
SVC,2019,Slovak Republic,Participare medie,1,Participare medie,1,0.015128563648810702,0.9106151067219588,0.07425632962923062
SVC,2019,Slovenia,Participare ridicată,2,Participare ridicată,2,0.0003561173797161269,0.01016883037832336,0.9894750522419605
SVC,2019,Sweden,Participare ridicată,2,Participare ridicată,2,0.0003260365944318386,0.025207569358382396,0.9744663940471858
SVC,2019,Turkiye,Participare scăzută,0,Participare scăzută,0,0.9370399630843576,0.049888255737241774,0.013071781178400507
SVC,2019,Ukraine,Participare medie,1,Participare medie,1,0.04357085736633625,0.9020558146933579,0.05437332794030582
SVC,2020,Albania,Participare medie,1,Participare scăzută,0,0.9297984970548245,0.06636835893293695,0.003833144012238529
SVC,2020,Austria,Participare ridicată,2,Participare ridicată,2,0.003346468490254861,0.03790041292516494,0.9587531185845801
SVC,2020,Belgium,Participare medie,1,Participare medie,1,0.0007803145632168666,0.5541309577256992,0.44508872771108343
SVC,2020,Bulgaria,Participare medie,1,Participare medie,1,0.0003544024504935611,0.9365171475641831,0.0631284499853232
SVC,2020,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9958909061543291,0.004083997662650111,2.509618302071921e-05
SVC,2020,Belarus,Participare ridicată,2,Participare ridicată,2,0.0004615258233185427,0.015456197430720187,0.9840822767459615
SVC,2020,Switzerland,Participare ridicată,2,Participare ridicată,2,0.0012231487909004006,0.011501889433286405,0.9872749617758132
SVC,2020,Cyprus,Participare ridicată,2,Participare ridicată,2,0.008917388979697008,0.09293112234180494,0.898151488678498
SVC,2020,Czechia,Participare ridicată,2,Participare ridicată,2,0.0039119514579476905,0.25801561569838766,0.7380724328436644
SVC,2020,Germany,Participare ridicată,2,Participare ridicată,2,2.5526750652701334e-06,3.060978160416367e-06,0.9999943863467743
SVC,2020,Denmark,Participare ridicată,2,Participare ridicată,2,0.00012700517944873687,0.0071683789378955,0.9927046158826557
SVC,2020,Spain,Participare medie,1,Participare medie,1,0.014109869871847484,0.6880111771963215,0.29787895293183125
SVC,2020,Estonia,Participare ridicată,2,Participare ridicată,2,4.202440323016221e-06,0.00279791032160939,0.9971978872380676
SVC,2020,Finland,Participare ridicată,2,Participare ridicată,2,0.00010398865778795392,0.1495632537478516,0.8503327575943603
SVC,2020,France,Participare medie,1,Participare ridicată,2,0.002850565424748761,0.4324639502636059,0.5646854843116454
SVC,2020,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.003600092085445504,0.017971116198447948,0.9784287917161065
SVC,2020,Greece,Participare scăzută,0,Participare medie,1,0.283533431476777,0.6504818817037635,0.06598468681945918
SVC,2020,Croatia,Participare medie,1,Participare ridicată,2,0.016364199726913754,0.08697606874579793,0.8966597315272881
SVC,2020,Hungary,Participare ridicată,2,Participare medie,1,0.027313470708341083,0.8768057954665944,0.09588073382506444
SVC,2020,Ireland,Participare medie,1,Participare medie,1,0.007156068925619573,0.9507853414036143,0.04205858967076609
SVC,2020,Iceland,Participare ridicată,2,Participare ridicată,2,0.001717030270949641,0.08352981986304558,0.9147531498660044
SVC,2020,Italy,Participare scăzută,0,Participare scăzută,0,0.2602580441704829,0.14194421657103384,0.5977977392584831
SVC,2020,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0004990217194793039,0.03353062643092764,0.9659703518495929
SVC,2020,Luxembourg,Participare medie,1,Participare medie,1,0.008784337500736986,0.9661629773806314,0.025052685118631603
SVC,2020,Latvia,Participare ridicată,2,Participare ridicată,2,3.104384015003508e-05,0.04880247690150521,0.9511664792583447
SVC,2020,Moldova,Participare ridicată,2,Participare medie,1,0.17299757629313167,0.6241651811914922,0.20283724251537594
SVC,2020,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.8804784583320553,0.033450501344850996,0.08607104032309366
SVC,2020,Malta,Participare medie,1,Participare scăzută,0,0.7599936701786203,0.21227692210036836,0.02772940772101138
SVC,2020,Montenegro,Participare scăzută,0,Participare ridicată,2,0.14626743593668684,0.28264505282287605,0.5710875112404369
SVC,2020,Netherlands,Participare ridicată,2,Participare ridicată,2,0.016173467302149913,0.09717523811564331,0.8866512945822068
SVC,2020,Norway,Participare ridicată,2,Participare ridicată,2,0.0005415769998513859,0.10793755555370318,0.8915208674464455
SVC,2020,Poland,Participare medie,1,Participare ridicată,2,0.006784891589430426,0.468329266211105,0.5248858421994643
SVC,2020,Portugal,Participare ridicată,2,Participare ridicată,2,0.014846339402561312,0.005127743977673838,0.9800259166197648
SVC,2020,Romania,Participare scăzută,0,Participare scăzută,0,0.6992017950624763,0.2895929027181834,0.011205302219340364
SVC,2020,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.04232275894016232,0.40047977908569804,0.5571974619741397
SVC,2020,Serbia,Participare medie,1,Participare medie,1,0.38567794560510965,0.6111433335810086,0.00317872081388179
SVC,2020,Slovak Republic,Participare medie,1,Participare medie,1,0.018985254981781084,0.6004590216506736,0.3805557233675459
SVC,2020,Slovenia,Participare ridicată,2,Participare ridicată,2,0.001507781720604164,0.08016408249125785,0.9183281357881379
SVC,2020,Sweden,Participare ridicată,2,Participare ridicată,2,0.00016554901904667482,0.16878714911163686,0.8310473018693165
SVC,2020,Turkiye,Participare scăzută,0,Participare scăzută,0,0.9034738791079863,0.07303095515528762,0.023495165736726133
SVC,2020,Ukraine,Participare medie,1,Participare medie,1,0.17752775912014393,0.709612735789384,0.11285950509047192
SVC,2021,Albania,Participare medie,1,Participare scăzută,0,0.6025310020339434,0.36653839878149247,0.03093059918456417
SVC,2021,Austria,Participare ridicată,2,Participare ridicată,2,0.001351812246520723,0.01718198339626239,0.9814662043572168
SVC,2021,Belgium,Participare medie,1,Participare ridicată,2,0.0008576111011546672,0.13729146570055853,0.8618509231982866
SVC,2021,Bulgaria,Participare medie,1,Participare ridicată,2,0.0004896844027182721,0.0699955509382067,0.9295147646590753
SVC,2021,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9894461320752963,0.010509890894564188,4.3977030139458437e-05
SVC,2021,Belarus,Participare ridicată,2,Participare ridicată,2,0.00017185961908002732,0.004114167620935236,0.995713972759985
SVC,2021,Switzerland,Participare ridicată,2,Participare ridicată,2,0.003155748867146797,0.026225826466350338,0.970618424666503
SVC,2021,Cyprus,Participare ridicată,2,Participare ridicată,2,0.03397724956060982,0.036884992190398036,0.9291377582489923
SVC,2021,Czechia,Participare ridicată,2,Participare ridicată,2,0.0007088011957673741,0.1125377369806175,0.886753461823615
SVC,2021,Germany,Participare ridicată,2,Participare ridicată,2,1.4838948569477182e-07,1.7812005246046266e-07,0.9999996734904619
SVC,2021,Denmark,Participare ridicată,2,Participare ridicată,2,8.377422618402258e-07,1.0053460500094303e-06,0.9999981569116881
SVC,2021,Spain,Participare ridicată,2,Participare ridicată,2,0.0031284833238358163,0.0037101421700159397,0.9931613745061483
SVC,2021,Estonia,Participare ridicată,2,Participare ridicată,2,1.7849709330607674e-06,2.1450777354771098e-06,0.9999960699513314
SVC,2021,Finland,Participare ridicată,2,Participare ridicată,2,0.00035607100104645206,0.026460415172888798,0.9731835138260647
SVC,2021,France,Participare ridicată,2,Participare ridicată,2,0.007050903605218592,0.17415595929196223,0.8187931371028191
SVC,2021,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.0005667438693463309,0.029921294243572424,0.9695119618870812
SVC,2021,Greece,Participare scăzută,0,Participare scăzută,0,0.6717831413916454,0.15575651377052419,0.1724603448378306
SVC,2021,Croatia,Participare medie,1,Participare ridicată,2,0.012201763172899864,0.04307887352239266,0.9447193633047075
SVC,2021,Hungary,Participare ridicată,2,Participare ridicată,2,0.006114022190730562,0.19950965817325486,0.7943763196360143
SVC,2021,Ireland,Participare ridicată,2,Participare medie,1,0.18315780691216935,0.7417998546294088,0.0750423384584219
SVC,2021,Iceland,Participare ridicată,2,Participare ridicată,2,0.0012724983438027926,0.08663226248905027,0.9120952391671469
SVC,2021,Italy,Participare scăzută,0,Participare scăzută,0,0.19405829592733503,0.2709086397547789,0.5350330643178861
SVC,2021,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0005038526984648095,0.03282989530338988,0.9666662519981454
SVC,2021,Luxembourg,Participare ridicată,2,Participare medie,1,0.049866526679342556,0.9050327320048422,0.045100741315815346
SVC,2021,Latvia,Participare ridicată,2,Participare ridicată,2,1.115956716224668e-07,1.3394828030292316e-07,0.9999997544560482
SVC,2021,Moldova,Participare ridicată,2,Participare medie,1,0.09660324676946418,0.6336920446770357,0.26970470855350015
SVC,2021,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.849536962672771,0.11956068654213242,0.03090235078509664
SVC,2021,Malta,Participare medie,1,Participare medie,1,0.4356354370780003,0.5417664294722428,0.022598133449757054
SVC,2021,Montenegro,Participare scăzută,0,Participare scăzută,0,0.35111297056334473,0.15673872928321528,0.49214830015343997
SVC,2021,Netherlands,Participare ridicată,2,Participare ridicată,2,0.016592703129556165,0.027718938527533578,0.9556883583429102
SVC,2021,Norway,Participare ridicată,2,Participare ridicată,2,0.0008603391875888108,0.025576357739639188,0.9735633030727718
SVC,2021,Poland,Participare medie,1,Participare medie,1,0.0024589470260346444,0.9465113987016592,0.05102965427230629
SVC,2021,Portugal,Participare ridicată,2,Participare ridicată,2,0.0030717370241983366,0.023921974206713076,0.9730062887690886
SVC,2021,Romania,Participare scăzută,0,Participare scăzută,0,0.83566172748965,0.1447515551052384,0.019586717405111635
SVC,2021,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.00041746042809630876,0.02040306822503487,0.9791794713468688
SVC,2021,Serbia,Participare medie,1,Participare medie,1,0.0877593529072414,0.8729036449092091,0.03933700218354951
SVC,2021,Slovak Republic,Participare ridicată,2,Participare medie,1,0.021652340977871946,0.6157414682302069,0.3626061907919211
SVC,2021,Slovenia,Participare ridicată,2,Participare ridicată,2,0.0029814717818526346,0.0030304854821811304,0.9939880427359661
SVC,2021,Sweden,Participare ridicată,2,Participare ridicată,2,0.0007207510628879678,0.03314271320760702,0.966136535729505
SVC,2021,Turkiye,Participare scăzută,0,Participare scăzută,0,0.5095777994578524,0.29699297575652933,0.19342922478561833
SVC,2021,Ukraine,Participare medie,1,Participare medie,1,0.13909479004847827,0.6271821604792353,0.2337230494722862
SVC,2022,Albania,Participare medie,1,Participare scăzută,0,0.815888027429553,0.17112402459880466,0.01298794797164224
SVC,2022,Austria,Participare ridicată,2,Participare ridicată,2,0.0023762251711248886,0.07359453786898733,0.9240292369598879
SVC,2022,Belgium,Participare medie,1,Participare medie,1,0.000499123897787366,0.5580115038317642,0.44148937227044815
SVC,2022,Bulgaria,Participare ridicată,2,Participare ridicată,2,7.045167693335093e-05,0.07065861237073985,0.9292709359523268
SVC,2022,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9892812212073875,0.010690290216914684,2.848857569797184e-05
SVC,2022,Belarus,Participare ridicată,2,Participare ridicată,2,0.005261569340057642,0.005395384912429799,0.9893430457475124
SVC,2022,Switzerland,Participare ridicată,2,Participare ridicată,2,0.0014432215937912915,0.12808155148729655,0.8704752269189118
SVC,2022,Cyprus,Participare ridicată,2,Participare ridicată,2,0.04295216677058197,0.05328968661959321,0.9037581466098247
SVC,2022,Czechia,Participare ridicată,2,Participare ridicată,2,0.00013964310653376632,0.05672878378713947,0.9431315731063266
SVC,2022,Germany,Participare ridicată,2,Participare ridicată,2,8.980999057968796e-05,0.0026572798747879467,0.9972529101346326
SVC,2022,Denmark,Participare ridicată,2,Participare ridicată,2,0.00025317050021812874,0.017658822453396127,0.982088007046386
SVC,2022,Spain,Participare ridicată,2,Participare ridicată,2,0.015004183910468661,0.022233897267454898,0.9627619188220765
SVC,2022,Estonia,Participare ridicată,2,Participare ridicată,2,7.147833364038418e-05,0.005079461326498457,0.9948490603398615
SVC,2022,Finland,Participare ridicată,2,Participare ridicată,2,0.00037098139308625006,0.22140471266337705,0.7782243059435365
SVC,2022,France,Participare ridicată,2,Participare ridicată,2,0.00032579271710895727,0.37630863427814265,0.6233655730047484
SVC,2022,United Kingdom,Participare ridicată,2,Participare ridicată,2,4.700383117351174e-05,0.05240352602243093,0.9475494701463958
SVC,2022,Greece,Participare medie,1,Participare scăzută,0,0.5752554597626948,0.31936669777333404,0.10537784246397107
SVC,2022,Croatia,Participare medie,1,Participare ridicată,2,0.0018713727237680469,0.021158106689548272,0.9769705205866837
SVC,2022,Hungary,Participare ridicată,2,Participare ridicată,2,0.006552907842579309,0.29395310727838436,0.6994939848790367
SVC,2022,Ireland,Participare ridicată,2,Participare medie,1,0.005703384280055476,0.9575924261823153,0.036704189537629155
SVC,2022,Iceland,Participare ridicată,2,Participare ridicată,2,0.008349286284124523,0.12385554739830566,0.8677951663175698
SVC,2022,Italy,Participare scăzută,0,Participare scăzută,0,0.19931262851891654,0.2779940845419258,0.5226932869391574
SVC,2022,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0012749494312948272,0.05499920512414943,0.9437258454445555
SVC,2022,Luxembourg,Participare ridicată,2,Participare medie,1,0.014632156290072603,0.9240319831795627,0.061335860530364515
SVC,2022,Latvia,Participare ridicată,2,Participare ridicată,2,5.298056942845861e-05,0.004146010009276643,0.995801009421295
SVC,2022,Moldova,Participare ridicată,2,Participare scăzută,0,0.20839321507195113,0.41944996393995315,0.3721568209880956
SVC,2022,North Macedonia,Participare scăzută,0,Participare scăzută,0,0.3284268454652347,0.24487368257347597,0.42669947196128916
SVC,2022,Malta,Participare ridicată,2,Participare medie,1,0.0565801744283635,0.7877794930623977,0.15564033250923864
SVC,2022,Montenegro,Participare medie,1,Participare ridicată,2,0.20937256953501837,0.14076852959572242,0.6498589008692592
SVC,2022,Netherlands,Participare ridicată,2,Participare ridicată,2,0.047462246044768,0.11483652324044705,0.8377012307147849
SVC,2022,Norway,Participare ridicată,2,Participare ridicată,2,0.0022705054404245566,0.10198667993693009,0.8957428146226454
SVC,2022,Poland,Participare medie,1,Participare medie,1,0.005781590975995536,0.7927034498527348,0.20151495917126994
SVC,2022,Portugal,Participare ridicată,2,Participare ridicată,2,0.0045959513562764094,0.03712173384991384,0.9582823147938097
SVC,2022,Romania,Participare scăzută,0,Participare scăzută,0,0.5565371457485243,0.3685664114259106,0.07489644282556489
SVC,2022,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.02286585611383945,0.1579481386926352,0.8191860051935255
SVC,2022,Serbia,Participare medie,1,Participare medie,1,0.31465250183518517,0.6729421457980124,0.012405352366802479
SVC,2022,Slovak Republic,Participare ridicată,2,Participare ridicată,2,0.024334724755991317,0.4632766671063905,0.5123886081376181
SVC,2022,Slovenia,Participare ridicată,2,Participare ridicată,2,0.0008448609141115804,0.04911076473594641,0.950044374349942
SVC,2022,Sweden,Participare ridicată,2,Participare ridicată,2,0.0002778146751175266,0.38708130962083837,0.6126408757040439
SVC,2022,Turkiye,Participare scăzută,0,Participare medie,1,0.23550485537358115,0.4979216867786017,0.2665734578478172
SVC,2023,Albania,Participare ridicată,2,Participare scăzută,0,0.8541430791512767,0.1420797599677434,0.0037771608809795054
SVC,2023,Austria,Participare ridicată,2,Participare ridicată,2,0.002495800907787793,0.11713660082846382,0.8803675982637484
SVC,2023,Belgium,Participare medie,1,Participare medie,1,0.00020219567005197222,0.6880690326564928,0.3117287716734553
SVC,2023,Bulgaria,Participare ridicată,2,Participare ridicată,2,0.0002571543442565372,0.3091834786205922,0.690559367035151
SVC,2023,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9930437600844546,0.0069547577286449645,1.4821869004315752e-06
SVC,2023,Belarus,Participare ridicată,2,Participare ridicată,2,0.0030570871180442367,0.004739873321561653,0.9922030395603942
SVC,2023,Switzerland,Participare ridicată,2,Participare ridicată,2,0.0014613429362643655,0.15030112792833122,0.8482375291354044
SVC,2023,Cyprus,Participare ridicată,2,Participare ridicată,2,0.05356499940518755,0.02504885060429522,0.9213861499905172
SVC,2023,Czechia,Participare ridicată,2,Participare ridicată,2,0.0001223351612322251,0.07180972453993908,0.9280679402988289
SVC,2023,Germany,Participare ridicată,2,Participare ridicată,2,0.00019871670332059424,0.005558761184643033,0.9942425221120365
SVC,2023,Denmark,Participare ridicată,2,Participare ridicată,2,0.00010356962636744551,0.010241994537246201,0.9896544358363865
SVC,2023,Spain,Participare ridicată,2,Participare ridicată,2,0.030537164978094562,0.11190500701253582,0.8575578280093694
SVC,2023,Estonia,Participare ridicată,2,Participare ridicată,2,6.491295241438158e-06,0.003252916018074582,0.9967405926866839
SVC,2023,Finland,Participare ridicată,2,Participare ridicată,2,0.0010467824930339277,0.3289996199947749,0.6699535975121913
SVC,2023,France,Participare ridicată,2,Participare ridicată,2,0.00020398004753229994,0.48492112984744673,0.5148748901050207
SVC,2023,United Kingdom,Participare ridicată,2,Participare ridicată,2,2.3074608334145085e-05,0.08320620669868319,0.9167707186929825
SVC,2023,Greece,Participare medie,1,Participare scăzută,0,0.5106505694453708,0.43115626191421447,0.058193168640414905
SVC,2023,Croatia,Participare medie,1,Participare ridicată,2,0.0012331123999232048,0.020692254615633624,0.9780746329844432
SVC,2023,Hungary,Participare ridicată,2,Participare ridicată,2,0.025041491073740613,0.3495716424442085,0.6253868664820512
SVC,2023,Ireland,Participare ridicată,2,Participare ridicată,2,0.007020724516803988,0.4751028512412997,0.5178764242418963
SVC,2023,Iceland,Participare ridicată,2,Participare ridicată,2,0.0013312758359272647,0.20364218960299033,0.7950265345610825
SVC,2023,Italy,Participare scăzută,0,Participare scăzută,0,0.24495124008828928,0.34935310719560525,0.4056956527161052
SVC,2023,Lithuania,Participare ridicată,2,Participare ridicată,2,0.0007345411403038996,0.10247662291710866,0.8967888359425877
SVC,2023,Luxembourg,Participare ridicată,2,Participare medie,1,0.010110989645016782,0.9468039402477951,0.04308507010718803
SVC,2023,Latvia,Participare ridicată,2,Participare ridicată,2,3.352816757976174e-05,0.005947659956494459,0.9940188118759258
SVC,2023,Moldova,Participare ridicată,2,Participare ridicată,2,0.1215959064241993,0.3004945706361965,0.5779095229396038
SVC,2023,North Macedonia,Participare scăzută,0,Participare ridicată,2,0.13207724883619762,0.14918972110967602,0.7187330300541263
SVC,2023,Malta,Participare ridicată,2,Participare medie,1,0.060799382691400235,0.7935326851872013,0.1456679321213983
SVC,2023,Montenegro,Participare medie,1,Participare ridicată,2,0.26837287858000647,0.14215554694944144,0.5894715744705521
SVC,2023,Netherlands,Participare ridicată,2,Participare ridicată,2,0.008634638050076,0.3223793939626362,0.6689859679872879
SVC,2023,Norway,Participare ridicată,2,Participare ridicată,2,0.002125367153122472,0.17758385398310084,0.8202907788637768
SVC,2023,Poland,Participare ridicată,2,Participare ridicată,2,0.0069323203435703515,0.37706899306915187,0.6159986865872777
SVC,2023,Portugal,Participare ridicată,2,Participare ridicată,2,0.0022066919697533226,0.00825068110515852,0.9895426269250879
SVC,2023,Romania,Participare scăzută,0,Participare medie,1,0.43851804852862175,0.5211221330619905,0.04035981840938787
SVC,2023,Russian Federation,Participare ridicată,2,Participare ridicată,2,0.000939809470974773,0.0062308450757771775,0.992829345453248
SVC,2023,Serbia,Participare medie,1,Participare medie,1,0.25548352263446356,0.7322625942479654,0.012253883117571165
SVC,2023,Slovak Republic,Participare ridicată,2,Participare medie,1,0.010629917053841514,0.547365010232163,0.4420050727139956
SVC,2023,Slovenia,Participare ridicată,2,Participare ridicată,2,0.0015196499932864278,0.04523829851536659,0.9532420514913472
SVC,2023,Sweden,Participare ridicată,2,Participare medie,1,0.0001552916847391501,0.6141925509259389,0.38565215738932185
SVC,2023,Turkiye,Participare scăzută,0,Participare scăzută,0,0.18358287872574483,0.3993951621368588,0.41702195913739587
Random Forest,2019,Albania,Participare medie,1,Participare scăzută,0,0.877690476190476,0.06499702380952382,0.057312499999999995
Random Forest,2019,Austria,Participare ridicată,2,Participare ridicată,2,0.0028125,0.04999702380952382,0.9471904761904761
Random Forest,2019,Belgium,Participare medie,1,Participare medie,1,0.004791666666666667,0.6525416666666666,0.3426666666666667
Random Forest,2019,Bulgaria,Participare ridicată,2,Participare ridicată,2,0.01331073705554987,0.3647368772983352,0.6219523856461148
Random Forest,2019,Bosnia and Herzegovina,Participare scăzută,0,Participare scăzută,0,0.9702708333333332,0.019312499999999996,0.010416666666666664
Random Forest,2019,Belarus,Participare ridicată,2,Participare ridicată,2,0.02275297619047619,0.13692911255411253,0.8403179112554112
Random Forest,2019,Switzerland,Participare ridicată,2,Participare ridicată,2,0.00125,0.015416666666666667,0.9833333333333333
Random Forest,2019,Cyprus,Participare ridicată,2,Participare ridicată,2,0.0179375,0.08641987179487182,0.8956426282051282
Random Forest,2019,Czechia,Participare ridicată,2,Participare ridicată,2,0.033864880952380945,0.27449454840794124,0.6916405706396779
Random Forest,2019,Germany,Participare ridicată,2,Participare ridicată,2,0.00625,0.004916666666666666,0.9888333333333332
Random Forest,2019,Denmark,Participare ridicată,2,Participare ridicată,2,0.0,0.0014583333333333334,0.9985416666666667
Random Forest,2019,Spain,Participare ridicată,2,Participare medie,1,0.013220238095238096,0.5577271825396823,0.42905257936507946
Random Forest,2019,Estonia,Participare ridicată,2,Participare ridicată,2,0.007499999999999999,0.10216907051282051,0.8903309294871795
Random Forest,2019,Finland,Participare ridicată,2,Participare ridicată,2,0.000625,0.04935416666666665,0.9500208333333336
Random Forest,2019,France,Participare medie,1,Participare medie,1,0.0032708333333333335,0.8652748015873017,0.1314543650793651
Random Forest,2019,United Kingdom,Participare ridicată,2,Participare ridicată,2,0.0025,0.02044047619047619,0.977059523809524
Random Forest,2019,Greece,Participare scăzută,0,Participare scăzută,0,0.4794880952380953,0.22551686507936505,0.2949950396825397
Random Forest,2019,Croatia,Participare medie,1,Participare ridicată,2,0.017002333102690944,0.4251770995716577,0.5578205673256513
Random Forest,2019,Hungary,Participare ridicată,2,Participare medie,1,0.032015603981094765,0.4882948285070844,0.47968956751182096
