Model,Familie,RMSE Train,RMSE Test,MAE Train,MAE Test,MedAE Test,R² Train,R² Test,MAPE Test,sMAPE Test,Generalization Gap,RMSE Test / RMSE Train,Temporal CV RMSE,Group CV RMSE,Fit time sec
Random Forest,Random Forest,1.2646529853109751,5.287319588540592,0.7476540175803034,3.7212743636793504,2.7161246816979627,0.9858089233174228,0.6758316131667113,6.108043430613171,5.84446142625912,4.022666603229617,4.180846168832988,3.355523901604897,8.162304885861356,14.128581250000934
