Model,Familie,Accuracy,Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,F1 Weighted,F1 Train,F1 Train - F1 Test,MCC,Cohen Kappa,Temporal CV F1 Macro,Group CV F1 Macro,Fit time sec,ROC-AUC OvR,Log Loss
Random Forest,Random Forest,0.7142857142857143,0.6598927785923753,0.6528286528286528,0.6598927785923753,0.6534091669454667,0.7240520331527588,1.0,0.3465908330545333,0.4876024410666885,0.4844783046543194,0.903753097842789,0.567968104515436,27.417094583999642,0.8875474251996388,0.5649675846515433
