"Termen","Coeficient","Standard error","Statistică t","p-value","IC 95% inferior","IC 95% superior"
"Intercept",75.9361378030203,1.72360050024072,44.0566928313233,3.13790694403116e-34,72.4468910094173,79.4253845966234
"Inflație",-0.595826212508943,0.149359526411163,-3.98920796567557,0.000291575459743209,-0.898188766100358,-0.293463658917529
